,sobol_scram,sobol_unscr,uniform,mpmc
average_cardinality,258.0,258.0,258.0,258.0
std_dev_cardinality,0.0,0.0,0.0,0.0
average_path_length,472.7409386993668,472.18303233710805,479.28224083831697,472.0927827890199
std_dev_path_length,83.24965331618228,82.59386451029332,83.78079704916681,83.52701635327229
percentage_gain,1.3648121256295112,1.4812166811755072,0.0,1.5000468276733794
misses,40.0,4.0,40.0,4.0
