,sobol_scram,sobol_unscr,uniform,mpmc
average_cardinality,98.1470588235294,95.0,97.91420118343196,103.0
std_dev_cardinality,3.2713763333170416,0.0,4.994823306669684,0.0
average_path_length,596.002797371246,611.6167315244909,646.8982135301735,597.9039013124676
std_dev_path_length,99.08680747245977,101.88568214666269,128.87497981371118,97.87908120685623
percentage_gain,7.867608086469638,5.453946427390616,0.0,7.573728168198232
misses,60.0,6.0,62.0,6.0
