,sobol_scram,sobol_unscr,uniform,mpmc
average_cardinality,66.0,66.0,66.0,66.0
std_dev_cardinality,0.0,0.0,0.0,0.0
average_path_length,490.9292667774564,490.9220693306484,496.4550113289715,489.93176453950707
std_dev_path_length,98.74656672669394,97.6512817251025,99.6131983482276,97.29843914476918
percentage_gain,1.1130403411022336,1.1144901092874164,0.0,1.3139653423987456
misses,20.0,2.0,20.0,2.0
