,sobol_scram,sobol_unscr,uniform,mpmc
average_cardinality,53.33684210526316,51.0,53.48010610079576,54.0
std_dev_cardinality,1.9873840320528708,0.0,3.114141951620609,0.0
average_path_length,518.2706622097307,527.3371568719365,556.2877441444471,521.3725310556613
std_dev_path_length,107.03378091609062,115.43456287349301,139.41501770136543,109.1007313094215
percentage_gain,6.834067860543177,5.2042468267992605,0.0,6.276466353305027
misses,20.0,2.0,23.0,2.0
