,sobol_scram,sobol_unscr,uniform,mpmc
average_cardinality,104.93888888888888,99.0,104.62116991643454,110.0
std_dev_cardinality,2.4052347746088434,0.0,4.5316832971807885,0.0
average_path_length,499.66670767686406,512.6066254308641,524.3396842854061,493.91355885589644
std_dev_path_length,85.38444835779809,94.10434406118083,95.08559833907147,86.70492153350865
percentage_gain,4.705532948963696,2.237682785832293,0.0,5.802750839081678
misses,40.0,4.0,41.0,4.0
