,sobol_scram,sobol_unscr,uniform,mpmc
average_cardinality,34.0,34.0,34.0,34.0
std_dev_cardinality,0.0,0.0,0.0,0.0
average_path_length,473.26733710175785,475.22608621876066,479.24771439513296,473.24070531072965
std_dev_path_length,80.64199487805365,80.09707316130374,82.46218665607887,79.87964600003328
percentage_gain,1.2478676712987673,0.8391543779083164,0.0,1.253424670367987
misses,30.0,3.0,30.0,3.0
