,sobol_scram,sobol_unscr,uniform,mpmc
average_cardinality,207.32432432432432,201.0,207.04324324324324,209.0
std_dev_cardinality,2.6216773468582955,0.0,6.5577080925670375,0.0
average_path_length,518.0061392226681,519.1415118375252,533.4017071536824,522.2973471436173
std_dev_path_length,108.30057330148249,110.55554369791068,108.74250329415165,111.03237532935596
percentage_gain,2.8862989609027534,2.67344388383231,0.0,2.081800613147591
misses,30.0,3.0,30.0,3.0
