,sobol_scram,sobol_unscr,uniform,mpmc
average_cardinality,216.13142857142856,216.0,215.38857142857142,216.0
std_dev_cardinality,1.9346127598597724,0.0,5.66774187478432,0.0
average_path_length,492.95971105646277,493.2211302923154,505.4653539638776,496.91415827458434
std_dev_path_length,91.62851079203756,89.02267214229877,95.4355472219494,94.1999359249869
percentage_gain,2.4740850800841483,2.4223665530273286,0.0,1.6917471439406213
misses,50.0,5.0,50.0,5.0
