,sobol_scram,sobol_unscr,uniform,mpmc
average_cardinality,28.84,28.0,28.694524495677232,29.0
std_dev_cardinality,1.4051334456200237,0.0,2.012654201615102,0.0
average_path_length,543.6663065453669,560.2358146847422,568.6122870643097,532.8672363719085
std_dev_path_length,117.09419526182234,120.45347204889465,133.49314025811736,101.85887689331688
percentage_gain,4.387168741593071,1.4731430484582821,0.0,6.2863662121952215
misses,50.0,5.0,53.0,5.0
