,sobol_scram,sobol_unscr,uniform,mpmc
average_cardinality,25.751497005988025,28.0,26.08450704225352,24.0
std_dev_cardinality,1.9987827519547976,0.0,2.4837300372298374,0.0
average_path_length,654.9359554807498,870.9966621702372,721.8624951549016,621.5330877573768
std_dev_path_length,168.41463411495442,266.64503303031796,209.56576093867216,131.90183438988853
percentage_gain,9.271369564613583,-20.65963642886496,0.0,13.898686809597367
misses,66.0,5.0,116.0,5.0
