,sobol_scram,sobol_unscr,uniform,mpmc
average_cardinality,27.607894736842105,27.0,27.647058823529413,29.0
std_dev_cardinality,1.8357389991853945,0.0,2.2177045057028355,0.0
average_path_length,542.5824680980662,724.812312971765,576.0455076683056,535.1088134163774
std_dev_path_length,124.78913693369992,231.74895564144668,161.67620864201598,114.76300427637024
percentage_gain,5.809096525323108,-25.825529983843083,0.0,7.106503515257005
misses,20.0,2.0,26.0,2.0
