,sobol_scram,sobol_unscr,uniform,mpmc
average_cardinality,194.40769230769232,191.0,193.81794871794872,198.0
std_dev_cardinality,3.861106830509549,0.0,6.770235453803232,0.0
average_path_length,524.1242232860463,526.914552709245,550.9508494490503,507.7358827655438
std_dev_path_length,100.35939544957405,101.52642048360846,112.99065891505556,96.9766484152208
percentage_gain,4.869150522198225,4.362693471448792,0.0,7.843706335460124
misses,10.0,1.0,10.0,1.0
